Rk,Player,Pos,PER,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,WS,BPM
370,Frank Ntilikina\ntilila01,PG,7.7,512,5.2,8.1,2.8,1.2,11.2,13.6,0.5,-2.4
371,Kendrick Nunn\nunnke01,PG,14.2,596,6.2,14.5,1.6,0.9,10.5,20.9,2.9,-0.6
372,James Nunnally\nunnaja01,SF,8.3,540,10.2,8.1,0.0,0.0,12.6,13.9,0.0,-3.0
373,Jusuf Nurkić\nurkiju01,C,20.5,554,20.2,21.4,2.1,4.0,16.0,22.3,2.4,2.0
374,David Nwaba\nwabada01,SF,14.4,557,9.3,6.9,2.1,2.8,6.4,16.6,1.3,-0.3
375,Jordan Nwora\nworajo01,SF,16.1,586,11.5,3.6,2.7,2.3,14.1,26.0,0.4,-1.3
376,Royce O'Neale\onealro01,SF,9.9,599,11.5,10.4,1.2,1.2,16.7,9.6,5.6,0.4
377,Semi Ojeleye\ojelese01,PF,8.3,553,8.6,5.1,0.9,0.0,8.2,11.6,1.2,-2.7
378,Jahlil Okafor\okafoja01,C,13.1,644,10.6,6.1,0.8,1.3,15.7,16.8,0.6,-3.5
379,Chuma Okeke\okekech01,PF,11.8,511,8.3,13.2,2.1,1.8,10.0,14.5,1.3,-1.4
380,Josh Okogie\okogijo01,SG,9.1,524,7.1,7.0,2.1,2.0,12.5,12.1,1.3,-3.7
381,Onyeka Okongwu\okongon01,C,16.8,655,14.9,4.4,1.9,4.8,14.3,14.7,1.9,-1.3
382,Isaac Okoro\okorois01,SG,7.9,514,5.3,8.6,1.4,1.0,12.0,14.3,0.9,-5.0
383,KZ Okpala\okpalkz01,PF,5.2,448,8.7,5.8,1.1,2.6,12.8,11.9,0.1,-7.2
384,Victor Oladipo\oladivi01,SG,14.3,512,8.0,22.8,2.0,1.2,11.5,28.5,0.4,-1.5
384,Victor Oladipo\oladivi01,SG,15.5,535,9.2,18.7,2.4,0.5,9.7,26.4,0.4,0.6
384,Victor Oladipo\oladivi01,SG,14.9,508,7.6,25.3,1.7,1.3,10.9,29.8,0.1,-1.0
384,Victor Oladipo\oladivi01,SG,8.1,471,7.2,18.9,3.1,1.9,21.6,26.4,-0.1,-10.1
385,Cameron Oliver\oliveca01,SF,17.2,619,12.9,9.6,1.1,4.1,7.9,18.5,0.2,-2.4
386,Kelly Olynyk\olynyke01,C-PF,16.4,610,13.6,16.0,1.9,2.1,14.0,19.7,5.1,1.1
386,Kelly Olynyk\olynyke01,C,12.1,549,12.9,11.7,1.7,2.4,12.3,17.5,1.9,-0.9
386,Kelly Olynyk\olynyke01,PF,22.3,674,14.5,21.9,2.2,1.7,15.7,22.9,3.2,3.8
387,Miye Oni\onimi01,SG,6.4,517,8.6,6.8,1.0,1.2,13.6,9.8,0.9,-2.1
388,Cedi Osman\osmande01,SF,10.3,488,7.5,17.7,1.7,0.5,11.3,20.4,0.5,-2.8
389,Daniel Oturu\oturuda01,C,12.5,471,16.8,8.5,1.2,3.9,13.6,18.2,0.3,-5.6
390,Kelly Oubre Jr.\oubreke01,SF,13.3,529,10.4,6.5,1.6,2.2,8.0,22.1,2.2,-2.1
391,Jabari Parker\parkeja01,PF,14.7,593,14.2,9.9,0.3,2.8,14.1,18.5,0.3,-0.6
391,Jabari Parker\parkeja01,PF,5.0,571,12.3,5.0,0.0,3.1,30.0,15.9,0.0,-8.8
391,Jabari Parker\parkeja01,PF,16.6,596,14.5,10.8,0.4,2.7,11.5,18.9,0.3,1.0
392,Eric Paschall\pascher01,PF,13.4,561,9.8,11.4,0.8,0.9,11.2,23.5,0.9,-3.2
393,Anžejs Pasečņiks\pasecan01,C,-40.6,0,8.8,18.7,0.0,0.0,83.3,41.4,-0.1,-47.1
394,Patrick Patterson\pattepa01,PF,10.9,571,7.2,6.7,1.2,1.2,6.0,14.0,1.2,-0.9
395,Justin Patton\pattoju01,C,11.6,488,10.6,8.1,2.3,5.1,5.3,13.0,0.4,-2.0
396,Chris Paul\paulch01,PG,21.4,599,8.0,40.9,2.2,0.8,14.0,22.6,9.2,4.7
397,Cameron Payne\payneca01,PG,17.4,602,7.6,28.1,1.6,1.3,12.5,19.8,3.6,2.6
398,Elfrid Payton\paytoel01,PG,11.7,478,7.9,21.6,1.6,0.6,13.3,23.2,1.0,-3.4
399,Gary Payton II\paytoga02,PG,29.2,847,14.6,4.1,7.0,2.2,6.3,16.8,0.3,9.5
400,Norvel Pelle\pelleno01,C,11.6,567,12.4,3.0,0.6,10.0,14.5,10.8,0.2,-1.0
400,Norvel Pelle\pelleno01,C,2.1,429,13.8,0.0,0.0,9.4,30.0,15.6,0.0,-9.7
400,Norvel Pelle\pelleno01,C,30.1,543,13.9,28.2,0.0,0.0,0.0,29.7,0.0,1.4
400,Norvel Pelle\pelleno01,C,15.3,698,11.5,2.7,1.0,11.0,0.0,6.8,0.2,3.5
401,Reggie Perry\perryre01,PF,11.0,466,19.1,9.0,1.4,2.5,15.2,20.4,0.2,-6.7
402,Theo Pinson\pinsoth01,SG,-8.1,111,8.0,3.7,0.0,0.0,10.0,13.1,-0.1,-16.5
403,Mason Plumlee\plumlma01,C,18.7,638,19.3,21.0,1.4,2.9,18.7,16.3,5.1,2.1
404,Jakob Poeltl\poeltja01,C,17.5,612,15.8,10.1,1.2,5.7,14.6,13.4,5.7,0.7
405,Vincent Poirier\poirivi01,C,1.6,273,19.8,6.6,0.0,6.9,21.5,20.6,-0.1,-14.6
406,Aleksej Pokusevski\pokusal01,PF,6.1,430,10.1,13.1,0.9,3.4,18.8,20.5,-1.9,-5.9
407,Jordan Poole\poolejo01,SG,15.1,581,5.0,15.4,1.2,0.8,8.8,25.0,1.9,-0.6
408,Jontay Porter\portejo01,PF,9.2,640,13.7,2.5,2.7,1.7,28.9,18.9,0.0,-6.5
409,Kevin Porter Jr.\porteke02,SG,12.5,528,6.3,31.2,1.1,0.9,18.2,25.4,0.0,-3.8
410,Michael Porter Jr.\portemi01,SF,20.6,663,13.2,5.6,1.0,2.8,8.1,21.7,6.9,3.0
411,Otto Porter\porteot01,SF-PF,14.5,552,13.8,12.9,1.3,0.6,9.2,19.3,1.3,-0.6
411,Otto Porter\porteot01,SF,14.8,566,14.2,13.1,1.1,0.6,10.3,19.5,1.2,-0.3
411,Otto Porter\porteot01,PF,11.7,441,11.0,11.5,2.9,0.0,0.0,17.8,0.1,-2.9
412,Bobby Portis\portibo01,C,19.9,598,17.9,7.4,1.8,1.7,8.2,20.9,4.8,1.4
413,Kristaps Porziņģis\porzikr01,C,21.3,582,15.8,8.4,0.7,4.1,6.4,26.5,4.3,2.0
414,Dwight Powell\poweldw01,C,16.8,688,13.3,8.9,1.8,2.9,13.9,13.2,3.8,0.7
415,Norman Powell\powelno01,SG-SF,16.2,618,5.3,9.2,1.8,0.8,10.3,22.6,4.7,0.1
415,Norman Powell\powelno01,SG,17.7,645,5.4,10.0,1.8,0.6,10.8,24.2,3.2,1.2
415,Norman Powell\powelno01,SF,14.2,576,5.1,8.1,1.8,1.0,9.5,20.5,1.5,-1.4
416,Taurean Prince\princta02,PF,12.1,540,8.8,12.8,1.5,2.3,11.5,19.6,1.0,-2.0
416,Taurean Prince\princta02,PF,11.7,565,8.6,4.3,1.8,3.2,11.4,19.4,0.3,-2.9
416,Taurean Prince\princta02,PF,12.2,532,8.8,15.5,1.4,1.9,11.6,19.7,0.7,-1.7
417,Payton Pritchard\pritcpa01,SG,12.4,582,6.9,13.3,1.4,0.7,10.8,16.7,2.5,-1.1
418,Immanuel Quickley\quickim01,PG,15.8,557,6.0,16.2,1.2,0.9,8.1,25.6,3.2,0.6
419,Jahmi'us Ramsey\ramseja01,SG,10.5,498,5.9,8.8,2.0,0.9,6.9,19.8,0.0,-4.7
420,Chasson Randle\randlch01,PG,7.4,515,5.1,12.9,1.3,0.5,15.1,15.7,0.0,-6.2
421,Julius Randle\randlju01,PF,19.7,567,14.7,27.2,1.2,0.6,13.8,29.3,7.8,3.7
422,Cam Reddish\reddica01,SF,9.3,488,7.6,6.5,2.2,1.1,10.2,19.3,0.4,-3.6
423,J.J. Redick\redicjj01,SG,9.9,564,4.8,9.7,0.7,0.4,11.0,19.2,0.7,-3.7
423,J.J. Redick\redicjj01,SG,10.9,575,4.9,9.6,0.7,0.3,9.6,19.0,0.8,-3.0
423,J.J. Redick\redicjj01,SG,5.9,516,4.5,10.3,0.7,0.6,16.6,19.9,-0.1,-6.5
424,Paul Reed\reedpa01,PF,21.2,540,19.0,11.0,2.7,6.6,12.8,22.7,0.6,-0.9
425,Naz Reid\reidna01,C,18.2,599,12.9,8.7,1.2,4.9,9.5,22.5,3.2,-0.6
426,Cameron Reynolds\reynoca01,SF,6.5,417,6.7,7.5,0.0,0.0,0.0,19.2,0.0,-9.0
426,Cameron Reynolds\reynoca01,SF,6.2,500,0.0,0.0,0.0,0.0,0.0,14.5,0.0,-9.3
426,Cameron Reynolds\reynoca01,SF,6.5,406,7.8,8.8,0.0,0.0,0.0,20.0,0.0,-9.0
427,Nick Richards\richani01,PF,5.5,542,9.5,4.2,0.0,0.0,17.8,11.5,0.0,-8.7
428,Josh Richardson\richajo01,SG,11.9,537,6.0,12.1,1.7,1.2,10.6,18.4,2.4,-2.1
429,Grant Riller\rillegr01,PG,23.6,750,2.0,20.9,1.8,0.0,7.7,20.7,0.1,5.4
430,Austin Rivers\riverau01,SG,9.9,551,5.4,13.2,1.8,0.2,12.2,15.4,1.3,-2.2
430,Austin Rivers\riverau01,SG,9.5,545,5.8,13.9,1.4,0.0,13.5,16.5,0.6,-3.0
430,Austin Rivers\riverau01,SG,10.3,558,4.9,12.5,2.2,0.5,10.6,14.2,0.7,-1.4
431,Andre Roberson\roberan03,SG,4.2,202,13.2,7.4,2.3,1.4,11.8,11.7,-0.1,-6.2
432,Duncan Robinson\robindu01,SF,11.0,628,6.3,8.3,0.9,0.9,9.7,16.6,3.7,-1.1
433,Glenn Robinson III\robingl02,SF,9.0,554,6.8,7.0,0.5,0.7,9.2,14.0,0.3,-4.6
434,Jerome Robinson\robinje01,SG,4.1,400,6.6,10.2,1.8,1.6,15.5,16.7,-0.4,-7.6
435,Justin Robinson\robinju01,PG,6.0,453,4.1,14.1,1.6,0.0,7.9,12.2,0.0,-7.6
436,Mitchell Robinson\robinmi01,C,17.7,642,16.0,2.9,2.1,5.0,11.5,11.8,3.4,0.9
437,Isaiah Roby\robyis01,PF,11.9,555,12.4,11.4,1.7,2.3,19.0,17.7,1.3,-3.5
438,Rajon Rondo\rondora01,PG,13.2,544,7.9,35.3,2.4,0.5,26.2,17.2,1.3,-0.3
438,Rajon Rondo\rondora01,PG,9.9,478,7.5,32.2,2.3,0.4,26.0,16.2,0.2,-2.7
438,Rajon Rondo\rondora01,PG,16.8,609,8.4,38.6,2.4,0.5,26.4,18.2,1.1,2.3
439,Derrick Rose\rosede01,PG,18.3,550,5.5,28.0,1.9,1.4,10.5,25.8,3.1,1.5
439,Derrick Rose\rosede01,PG,17.1,517,4.7,32.5,2.6,1.0,12.3,30.0,0.4,0.4
439,Derrick Rose\rosede01,PG,18.8,565,5.9,26.3,1.7,1.5,9.6,24.3,2.8,1.9
440,Terrence Ross\rosste01,SG,13.2,530,6.1,13.2,1.7,1.4,9.9,24.1,0.9,-2.4
441,Terry Rozier\roziete01,SG,17.1,575,6.9,20.0,1.8,1.1,9.5,24.4,5.2,1.5
442,Ricky Rubio\rubiori01,PG,13.5,516,6.8,33.3,2.6,0.2,16.4,16.0,3.1,-2.2
443,D'Angelo Russell\russeda01,PG,17.6,555,5.0,33.6,1.8,1.3,13.5,29.1,1.6,1.1
444,Domantas Sabonis\sabondo01,PF,20.6,601,18.0,27.5,1.6,1.2,16.9,24.1,6.9,3.9
445,Luka Šamanić\samanlu01,PF,9.8,518,11.7,6.9,1.3,2.2,14.5,19.5,0.1,-5.1
446,JaKarr Sampson\sampsja02,PF,10.9,533,13.2,1.8,0.3,3.6,10.7,19.0,0.3,-7.4
447,Dario Šarić\saricda01,C,14.3,567,12.4,10.4,1.7,0.4,12.9,22.6,1.7,-2.2
448,Tomáš Satoranský\satorto01,SG,13.8,614,6.0,27.9,1.5,0.9,20.9,15.2,3.1,-0.7
449,Dennis Schröder\schrode01,SG,13.8,543,6.1,26.9,1.7,0.6,15.8,22.9,3.8,-1.1
450,Mike Scott\scottmi01,PF,6.8,492,7.8,6.1,1.4,1.5,8.1,11.9,1.0,-3.1
451,Jay Scrubb\scrubja01,SG,6.3,458,9.4,1.7,2.4,0.0,15.5,23.8,-0.1,-10.9
452,Collin Sexton\sextoco01,SG,18.0,573,4.9,22.6,1.4,0.4,11.6,29.7,3.5,0.0
453,Landry Shamet\shamela01,SG,10.3,578,4.4,9.3,1.1,0.6,8.9,16.7,1.8,-2.5
454,Iman Shumpert\shumpim01,SG,-0.4,250,5.0,0.0,4.4,0.0,20.0,19.8,0.0,-13.0
455,Pascal Siakam\siakapa01,PF,17.7,547,11.1,20.5,1.5,1.8,10.6,26.3,4.2,0.4
456,Chris Silva\silvach01,PF,11.5,708,16.8,9.3,0.5,6.6,30.7,15.9,0.2,-5.5
456,Chris Silva\silvach01,PF,13.4,765,17.2,10.3,0.6,6.3,31.5,15.5,0.2,-3.8
456,Chris Silva\silvach01,PF,-5.9,333,12.3,0.0,0.0,9.4,25.0,19.1,0.0,-21.0
457,Ben Simmons\simmobe01,PG,18.3,584,12.2,31.3,2.4,1.7,19.6,20.2,6.0,2.7
458,Anfernee Simons\simonan01,SG,12.3,589,6.8,11.4,0.8,0.6,9.2,18.3,1.8,-1.3
459,Deividas Sirvydis\sirvyde01,SG,5.7,481,12.1,5.4,0.7,0.0,10.5,15.7,0.0,-5.6
460,Alen Smailagić\smailal01,PF,8.9,472,10.1,6.5,1.7,5.2,14.4,17.6,0.0,-5.4
461,Marcus Smart\smartma01,PG,13.8,539,5.9,23.6,2.2,1.4,14.2,18.4,3.3,-0.6
462,Dennis Smith Jr.\smithde03,PG,13.6,492,7.3,27.8,2.7,2.9,14.3,19.0,0.6,0.2
462,Dennis Smith Jr.\smithde03,PG,6.8,356,3.9,14.4,5.4,0.0,7.3,21.7,0.0,-4.3
462,Dennis Smith Jr.\smithde03,PG,14.1,504,7.5,28.8,2.5,3.1,14.8,18.8,0.6,0.5
463,Ish Smith\smithis01,PG,11.6,473,8.6,24.7,1.6,1.2,11.6,15.8,1.1,-1.9
464,Jalen Smith\smithja04,PF,8.4,499,13.4,3.4,0.3,2.9,11.7,17.1,0.1,-6.2
465,Tony Snell\snellto01,SG,9.5,708,6.2,7.9,0.6,1.0,10.7,8.6,2.0,-0.9
466,Ray Spalding\spaldra01,C,0.8,410,11.2,0.0,0.0,9.4,38.1,17.6,-0.1,-10.4
467,Cassius Stanley\stanlca01,SG,5.5,383,11.7,1.4,0.5,1.7,2.1,22.0,-0.1,-11.2
468,Lamar Stevens\stevela01,PF,10.5,521,10.8,7.4,1.7,2.3,12.7,15.8,0.4,-4.0
469,Isaiah Stewart\stewais01,C,16.4,597,17.3,6.3,1.3,5.2,13.0,15.5,4.0,-1.2
470,Max Strus\strusma01,SF,12.1,597,4.6,7.3,1.1,0.4,3.9,18.3,0.9,-2.2
471,Edmond Sumner\sumneed01,SG,12.7,626,5.9,7.9,1.8,0.9,13.8,18.3,1.4,-2.9
472,Jae'Sean Tate\tateja01,SF,13.8,576,9.8,13.2,2.0,1.6,12.4,16.4,3.8,-1.2
473,Jayson Tatum\tatumja01,SF,21.3,576,11.5,20.3,1.6,1.3,10.4,30.8,6.5,3.7
474,Jeff Teague\teaguje01,PG,12.3,562,5.1,18.3,1.7,1.2,16.2,17.7,1.6,-2.1
474,Jeff Teague\teaguje01,PG,11.4,542,5.2,16.2,2.1,1.1,15.4,17.7,0.8,-2.5
474,Jeff Teague\teaguje01,PG,14.1,598,4.9,22.2,1.1,1.3,17.8,17.6,0.8,-1.3
475,Garrett Temple\templga01,SG,8.2,525,5.8,10.5,1.4,1.7,12.6,13.1,1.6,-3.5
476,Tyrell Terry\terryty01,PG,6.0,318,5.9,14.0,4.4,0.0,10.4,15.3,-0.1,-5.5
477,Daniel Theis\theisda01,C,15.0,609,12.4,9.5,1.2,3.3,11.4,15.6,4.3,-0.2
477,Daniel Theis\theisda01,C,15.0,625,11.9,9.3,1.2,3.9,11.4,15.0,2.9,0.2
477,Daniel Theis\theisda01,C,14.9,584,13.1,10.0,1.4,2.1,11.3,16.8,1.4,-0.8
478,Brodric Thomas\thomabr01,SG,8.0,487,7.4,10.7,1.8,2.2,14.6,16.4,0.1,-4.6
478,Brodric Thomas\thomabr01,SG,7.2,496,8.9,22.7,2.0,3.7,28.4,24.9,0.0,-7.3
478,Brodric Thomas\thomabr01,SG,8.0,487,7.3,9.9,1.8,2.1,13.2,15.8,0.1,-4.4
479,Isaiah Thomas\thomais02,PG,2.4,412,4.5,15.1,1.0,0.0,17.7,29.7,-0.2,-13.8
480,Khyri Thomas\thomakh01,SG,21.3,586,6.3,26.9,2.8,3.5,7.9,21.1,0.5,2.3
481,Matt Thomas\thomama02,SG,9.1,522,7.3,8.6,0.6,0.0,9.5,19.5,0.2,-5.2
481,Matt Thomas\thomama02,SG,8.2,545,6.0,6.7,0.5,0.0,8.4,16.0,0.1,-4.7
481,Matt Thomas\thomama02,SG,10.5,499,9.1,11.3,0.7,0.0,10.5,24.5,0.1,-6.0
482,Tristan Thompson\thomptr01,PF,14.2,540,19.0,7.2,0.9,2.4,14.1,14.8,2.9,-2.6
483,Sindarius Thornwell\thornsi01,SG,6.6,414,4.4,13.0,2.9,0.9,12.4,11.1,0.0,-5.0
483,Sindarius Thornwell\thornsi01,SG,4.5,388,3.7,7.0,3.3,1.3,15.5,14.9,-0.1,-5.9
483,Sindarius Thornwell\thornsi01,SG,7.7,434,4.7,16.0,2.7,0.6,9.8,9.2,0.1,-4.5
484,Matisse Thybulle\thybuma01,SG,10.1,508,5.3,6.3,3.9,4.9,11.3,9.4,2.8,1.6
485,Killian Tillie\tilliki02,C,8.5,461,7.0,5.6,1.3,4.0,3.1,14.8,0.2,-4.1
486,Xavier Tillman Sr.\tillmxa01,PF,14.7,605,12.5,9.4,1.9,2.7,12.3,14.3,2.9,-0.4
487,Anthony Tolliver\tollian01,PF,4.0,433,5.6,2.5,1.5,1.8,13.3,9.8,0.1,-7.4
488,Obi Toppin\toppiob01,PF,12.7,574,11.0,6.4,1.2,2.1,9.4,15.9,1.5,-1.0
489,Juan Toscano-Anderson\toscaju01,SG,12.6,676,11.3,18.1,1.7,2.1,21.5,11.0,3.0,0.6
490,Axel Toupane\toupaax01,SF,9.0,497,5.2,7.6,1.5,4.4,0.0,9.7,0.1,-3.1
491,Karl-Anthony Towns\townska01,C,23.1,612,17.0,22.6,1.1,2.9,13.7,29.1,5.4,4.3
492,Gary Trent Jr.\trentga02,SG,12.1,534,4.6,6.6,1.5,0.5,4.9,20.9,1.7,-2.7
492,Gary Trent Jr.\trentga02,SG,12.4,550,3.9,6.7,1.4,0.4,5.3,20.1,1.5,-2.4
492,Gary Trent Jr.\trentga02,SG,11.3,501,6.2,6.4,1.7,0.7,4.2,22.9,0.2,-3.4
493,P.J. Tucker\tuckepj01,PF,5.5,510,8.0,5.7,1.4,1.3,17.4,7.2,1.0,-4.3
493,P.J. Tucker\tuckepj01,PF,5.5,500,8.2,6.1,1.4,1.7,19.0,7.7,0.4,-4.8
493,P.J. Tucker\tuckepj01,PF,5.7,539,7.4,4.6,1.2,0.4,12.7,5.8,0.5,-3.2
494,Rayjon Tucker\tuckera01,PG,15.1,645,8.9,12.2,1.4,0.0,13.2,19.2,0.2,-4.0
495,Myles Turner\turnemy01,C,15.3,599,11.4,4.4,1.3,8.8,11.9,16.4,3.3,0.4
496,Jonas Valančiūnas\valanjo01,C,24.4,636,23.4,10.0,1.0,2.9,10.7,22.4,7.8,2.7
497,Denzel Valentine\valende01,SG,10.1,479,10.5,14.0,1.4,0.6,9.0,19.5,0.7,-2.9
498,Jarred Vanderbilt\vandeja01,PF,16.2,612,17.5,9.3,2.7,3.5,15.9,12.3,3.1,-0.6
499,Fred VanVleet\vanvlfr01,SG,16.8,534,6.4,26.7,2.2,2.0,9.1,23.9,4.3,2.2
500,Anderson Varejão\varejan01,C,12.9,326,31.1,12.2,0.0,5.0,4.8,25.4,0.0,-6.2
501,Devin Vassell\vassede01,SF,10.6,524,8.8,7.1,2.0,1.4,6.3,14.3,1.5,-1.9
502,Gabe Vincent\vincega01,PG,7.6,498,4.9,15.1,1.6,0.3,12.3,19.1,0.2,-5.7
503,Noah Vonleh\vonleno01,PF,-19.0,0,5.0,10.2,0.0,0.0,40.0,19.8,-0.1,-29.9
504,Nikola Vučević\vucevni01,C,22.9,560,18.5,21.3,1.3,1.8,7.9,29.3,6.3,5.1
504,Nikola Vučević\vucevni01,C,23.5,565,17.9,22.1,1.4,1.7,8.0,29.9,3.9,5.6
504,Nikola Vučević\vucevni01,C,21.8,550,19.6,20.0,1.3,2.1,7.8,28.2,2.4,4.2
505,Dean Wade\wadede01,PF,11.3,573,9.9,8.9,1.4,1.5,8.4,12.9,2.0,-1.2
506,Moritz Wagner\wagnemo01,C,12.5,580,10.7,9.7,1.7,2.2,13.9,18.1,1.2,-2.7
506,Moritz Wagner\wagnemo01,C,15.4,614,10.3,11.7,2.7,1.8,12.7,18.3,1.0,-0.2
506,Moritz Wagner\wagnemo01,C,-1.0,370,17.3,12.4,0.0,1.5,37.7,16.9,-0.2,-11.5
506,Moritz Wagner\wagnemo01,C,11.5,563,9.8,6.3,0.7,2.9,10.8,18.2,0.4,-4.0
507,Kemba Walker\walkeke02,PG,17.7,559,6.9,23.8,1.7,0.8,10.6,26.1,3.3,1.8
508,Lonnie Walker\walkelo01,SG,9.8,523,5.4,9.6,0.9,0.8,9.2,20.1,0.4,-3.8
509,John Wall\walljo01,PG,15.4,503,5.3,36.2,1.5,2.1,14.7,31.7,-0.2,-0.2
510,Brad Wanamaker\wanambr01,PG,9.5,489,5.3,22.5,1.9,1.0,17.1,16.9,0.9,-4.8
510,Brad Wanamaker\wanambr01,PG,8.5,468,5.6,20.8,2.0,0.8,15.8,16.0,0.5,-4.4
510,Brad Wanamaker\wanambr01,PG,10.9,518,4.9,25.0,1.9,1.2,18.9,18.1,0.4,-5.3
511,T.J. Warren\warretj01,SF,11.6,560,6.5,6.5,0.8,0.0,6.7,21.6,0.1,-5.5
512,P.J. Washington\washipj01,PF,13.4,549,11.6,12.2,1.7,4.0,14.6,19.4,2.7,-1.1
513,Yuta Watanabe\watanyu01,SF,12.2,565,12.1,7.7,1.7,2.6,9.0,12.7,1.5,-0.7
514,Tremont Waters\watertr01,PG,14.6,541,4.9,36.4,3.1,0.4,22.8,21.4,0.4,0.3
515,Paul Watson\watsopa01,SF,10.9,649,8.3,8.2,1.0,1.0,9.5,13.7,0.6,-1.4
516,Quinndary Weatherspoon\weathqu01,SG,9.6,547,4.8,9.1,3.2,1.4,19.2,18.7,0.1,-5.1
517,Russell Westbrook\westbru01,PG,19.5,509,16.8,48.6,1.7,0.8,18.0,30.2,3.7,3.4
518,Coby White\whiteco01,PG,12.0,540,7.3,21.8,0.9,0.6,13.9,22.5,2.4,-2.6
519,Derrick White\whitede01,SG,15.0,550,5.4,17.4,1.2,2.9,8.2,22.4,1.9,1.1
520,Hassan Whiteside\whiteha01,C,19.2,566,21.9,5.6,0.8,7.1,13.4,23.5,0.9,-2.5
521,Greg Whittington\whittgr01,PF,-10.2,0,0.0,0.0,0.0,0.0,0.0,10.9,-0.1,-17.5
522,Andrew Wiggins\wiggian01,PF,15.0,568,7.8,10.9,1.3,2.6,9.8,23.3,3.9,-0.7
523,Grant Williams\willigr01,PF,7.5,546,8.7,7.4,1.4,2.0,17.2,12.3,1.1,-4.0
524,Kenrich Williams\willike04,PF,14.0,599,10.0,16.4,1.8,1.1,14.8,15.3,2.8,-0.3
525,Lou Williams\willilo02,PG,14.0,519,5.4,23.4,1.6,0.4,13.0,25.7,1.7,-2.9
525,Lou Williams\willilo02,PG,15.7,529,5.4,23.3,2.1,0.4,12.0,26.5,1.6,-1.9
525,Lou Williams\willilo02,PG,10.8,498,5.4,23.7,0.8,0.3,14.9,24.3,0.0,-4.9
526,Patrick Williams\willipa01,PF,10.5,562,9.1,6.7,1.6,2.0,14.4,14.9,2.5,-2.7
527,Robert Williams\williro04,C,25.7,719,20.2,14.2,2.1,8.6,15.2,15.0,5.3,6.1
528,Zion Williamson\willizi01,PF,27.1,649,11.8,19.7,1.3,1.8,11.6,29.8,8.7,5.4
529,D.J. Wilson\wilsodj01,PF,11.5,511,13.7,7.9,1.2,3.3,10.9,19.7,0.3,-3.5
529,D.J. Wilson\wilsodj01,PF,8.4,490,12.5,3.7,0.4,3.4,8.4,19.1,0.0,-5.4
529,D.J. Wilson\wilsodj01,PF,12.5,518,14.1,9.3,1.4,3.3,11.8,19.9,0.2,-2.8
530,Dylan Windler\windldy01,SF,10.8,567,11.7,9.4,1.8,2.1,18.4,14.8,0.5,-1.7
531,Justise Winslow\winslju01,SF,6.2,395,12.3,13.3,1.4,2.1,14.1,21.9,-0.7,-6.1
532,Cassius Winston\winstca01,PG,10.8,575,4.9,16.3,0.9,0.9,12.3,17.2,0.1,-3.0
533,James Wiseman\wisemja01,C,13.1,552,14.4,4.9,0.6,3.8,12.9,23.8,0.7,-5.4
534,Christian Wood\woodch01,C,20.0,591,15.9,9.4,1.2,3.2,9.9,25.9,2.8,1.4
535,Robert Woodard\woodaro01,SF,12.5,425,19.7,6.3,0.0,5.6,4.1,23.4,0.0,-5.4
536,Delon Wright\wrighde01,SG-PG,16.3,562,8.6,23.0,2.8,1.5,12.6,16.3,4.3,2.0
536,Delon Wright\wrighde01,SG,16.5,562,8.7,25.7,2.7,1.6,12.6,15.8,2.9,2.8
536,Delon Wright\wrighde01,PG,15.9,563,8.4,18.9,3.0,1.3,12.7,17.1,1.3,0.8
537,Thaddeus Young\youngth01,PF,20.3,578,14.2,27.1,2.2,2.1,16.1,22.3,5.1,3.2
538,Trae Young\youngtr01,PG,23.0,589,6.3,45.5,1.2,0.5,16.2,33.0,7.2,3.6
539,Cody Zeller\zelleco01,C,18.2,599,17.7,13.2,1.3,1.7,11.9,18.3,3.3,-0.3
540,Ivica Zubac\zubaciv01,C,19.1,693,18.1,7.9,0.7,3.4,14.7,15.1,6.9,0.7
